tile_index, x, y, z
4.000000,1.523968,6.622460,5.119926
4.000000,12.097018,3.678909,5.381536
4.000000,4.765409,8.343215,6.217766
4.000000,12.925398,2.836410,5.503567
4.000000,3.595900,9.006415,5.871060
4.000000,4.753386,7.849934,6.131966
4.000000,2.932258,7.745335,5.554431
4.000000,4.348913,7.453537,6.000949
4.000000,3.279658,8.371155,5.733946
4.000000,4.486933,7.309163,6.020965
4.000000,5.097872,8.266076,6.390294
4.000000,4.811845,7.762105,6.099328
4.000000,11.827418,4.051250,5.248165
4.000000,7.543171,6.603492,6.259866
4.000000,12.887622,2.720190,5.323712
4.000000,9.094822,5.743323,6.084001
4.000000,12.624382,3.069899,5.425434
4.000000,4.912446,7.631026,6.130320
4.000000,7.189758,7.160729,6.375508
4.000000,3.656439,8.259192,5.838906
4.000000,6.876110,7.295795,6.404275
4.000000,5.648847,7.755362,6.390411
4.000000,10.396874,5.152018,5.671693
4.000000,8.050732,6.646262,6.292557
4.000000,7.268142,6.933936,6.300920
4.000000,9.051646,5.882672,6.058681
4.000000,7.812806,6.764617,6.338942
4.000000,10.658191,4.369827,5.974653
4.000000,13.443938,2.276248,5.450677
4.000000,2.449092,6.053857,5.441582
4.000000,11.331676,4.166081,5.625662
4.000000,4.436053,7.233121,6.000462
4.000000,9.633874,5.669433,6.032170
4.000000,5.163177,7.527222,6.176291
4.000000,12.142241,3.551036,5.428687
4.000000,1.817373,5.698314,5.055664
4.000000,11.930755,3.788314,5.374630
4.000000,4.029047,8.959064,5.983644
4.000000,6.309703,7.671207,6.418681
4.000000,3.964221,8.035501,5.924180
4.000000,5.425866,8.390038,6.370168
4.000000,2.774054,6.699613,5.418417
4.000000,5.558831,8.291354,6.345886
4.000000,2.355079,6.098935,5.334147
4.000000,5.341403,8.417986,6.313138
4.000000,2.217818,6.112749,5.249395
4.000000,3.572870,8.902228,5.858789
4.000000,2.598874,6.379498,5.369199
4.000000,6.745488,6.387283,6.152457
4.000000,2.419667,6.302413,5.306587
4.000000,7.535518,6.775022,6.331620
4.000000,2.762721,6.649917,5.381005
4.000000,8.333857,6.606116,6.272379
4.000000,2.538927,6.468951,5.359475
4.000000,13.031486,2.722611,5.505094
4.000000,2.621343,6.262835,5.359966
4.000000,9.591484,5.834180,6.064409
4.000000,4.341236,6.909465,5.912114
4.000000,9.741714,5.541552,5.980946
4.000000,7.577938,6.958006,6.398436
4.000000,6.502952,7.621685,6.424236
4.000000,7.284474,7.181818,6.313231
4.000000,8.177631,6.387489,6.210786
4.000000,2.041262,7.061447,5.338922
4.000000,7.256300,7.216555,6.318945
4.000000,7.655818,6.064480,6.160604
4.000000,8.173312,6.524498,6.262171
4.000000,9.120261,5.471551,6.045267
4.000000,6.605648,7.343039,6.391055
4.000000,9.245855,5.310966,6.010199
4.000000,7.857172,5.958136,6.080689
4.000000,8.341884,6.293724,6.195677
4.000000,4.185050,6.831296,5.864376
4.000000,6.366111,6.477370,6.145914
4.000000,2.631940,5.106821,5.271795
4.000000,9.818885,5.269845,5.909132
4.000000,-0.934041,2.844790,4.189820
4.000000,5.943245,7.926612,6.424694
4.000000,-1.781002,2.088116,3.470445
4.000000,2.789259,6.932063,5.654052
4.000000,-2.484665,0.899611,3.425355
4.000000,2.447063,6.537031,5.446056
4.000000,-2.829317,-0.463704,2.899956
4.000000,1.830390,4.817074,5.033923
4.000000,-2.390012,0.629602,3.003452
4.000000,2.764521,6.328429,5.364334
4.000000,0.548238,5.962611,5.043550
4.000000,1.559518,5.300564,5.079593
4.000000,-0.025958,5.118604,4.769845
4.000000,-0.144243,3.923617,4.655920
4.000000,-1.329552,2.524699,3.885715
4.000000,-2.130754,1.392068,3.414831
4.000000,-0.596877,4.163413,4.393440
4.000000,-2.100452,1.124045,3.604877
4.000000,-1.457994,2.612059,3.652104
4.000000,-2.024678,1.122889,3.600534
4.000000,-2.074032,1.656140,3.421853
4.000000,3.064942,7.964145,5.628661
4.000000,-2.010897,1.533155,3.501955
4.000000,3.496268,8.774023,5.801298
4.000000,-2.629441,0.440204,3.344100
4.000000,1.805304,7.361365,5.333091
4.000000,-2.851308,-0.404313,2.944523
4.000000,-0.134899,4.910749,4.680841
4.000000,-2.938441,-0.704113,2.826190
4.000000,-1.322803,1.984904,4.067471
4.000000,-2.491008,0.276679,2.922492
4.000000,-2.205633,0.909647,3.516701
4.000000,-2.842787,-0.161664,3.007042
4.000000,-2.397686,0.490848,3.285868
4.000000,-2.628003,-0.074763,2.831265
4.000000,-2.647198,-0.001860,3.078410
4.000000,-2.791667,-0.152977,3.081068
4.000000,-2.672668,-0.240847,2.834382
4.000000,-2.875454,-0.562137,2.933191
4.000000,-2.377354,0.728359,3.121208
4.000000,-2.906094,-0.676836,2.851964
4.000000,-2.136031,1.399836,3.465554
4.000000,-2.473424,0.417339,3.041658
4.000000,-0.160617,4.700620,4.515004
4.000000,-0.965630,3.371883,4.017264
4.000000,1.755268,6.386893,5.144048
4.000000,1.274250,6.651825,5.170766
5.000000,13.357680,2.407436,5.495480
5.000000,13.529013,2.476806,5.637231
5.000000,11.943161,3.626668,5.536143
5.000000,4.974626,6.588383,5.956637
5.000000,2.728355,7.020359,5.569544
5.000000,1.748601,6.803037,5.408071
5.000000,0.761702,5.064588,4.935323
5.000000,2.149410,6.662877,5.402765
5.000000,7.425543,6.829574,6.334918
5.000000,11.207324,4.521656,5.415909
5.000000,13.474019,2.459338,5.634610
5.000000,7.016905,5.885358,6.038992
5.000000,2.012098,4.575045,5.004708
5.000000,0.624637,5.739221,4.912130
5.000000,-0.434528,4.038973,4.509064
5.000000,11.210096,4.091899,5.815928
5.000000,13.328337,2.598860,5.663231
5.000000,0.942320,4.835424,4.638168
5.000000,3.046401,6.418630,5.469003
5.000000,1.751428,5.922782,5.080692
5.000000,-0.090346,4.378620,4.255053
5.000000,-1.031081,2.740639,3.920189
5.000000,0.582596,4.521184,4.550883
5.000000,1.141575,4.742403,4.925786
5.000000,-0.309716,4.488987,4.683835
5.000000,-1.261521,2.533574,3.774862
5.000000,-0.601024,3.978944,4.335734
5.000000,-1.079673,2.742065,3.952804
5.000000,-1.183292,2.224275,4.076344
5.000000,-1.088171,2.358151,4.177000
5.000000,-1.062613,2.353801,4.146938
5.000000,1.929156,4.587190,5.034930
5.000000,5.555021,8.193346,6.486658
5.000000,13.408034,2.520822,5.640266
5.000000,12.991191,2.809356,5.553067
5.000000,8.923678,5.691874,6.053678
5.000000,6.522010,6.491005,6.186180
5.000000,6.217090,6.640754,6.130486
5.000000,6.598260,6.306986,6.116505
5.000000,7.311272,5.935696,6.097686
5.000000,7.631476,6.263839,6.190166
5.000000,9.101741,5.931039,6.094856
5.000000,11.036677,4.281135,5.724272
5.000000,7.867045,5.880750,6.058937
5.000000,6.367539,6.580116,6.178551
5.000000,7.221555,5.813787,6.045324
5.000000,2.208875,4.609442,5.085462
5.000000,3.257218,7.347507,5.657371
5.000000,4.303624,7.397956,5.997214
5.000000,6.857522,7.006440,6.314527
5.000000,7.275936,7.078975,6.369417
5.000000,10.616522,4.652122,5.835785
5.000000,13.190322,2.663034,5.573479
5.000000,13.010324,2.690526,5.455955
5.000000,13.550820,2.268184,5.480341
5.000000,11.765894,3.877114,5.503603
5.000000,7.499222,6.437799,6.244090
5.000000,6.682296,7.066795,6.302221
5.000000,7.666282,6.648273,6.308020
5.000000,9.190937,5.798344,6.105830
5.000000,11.726157,4.099960,5.340394
5.000000,11.702645,4.087570,5.347471
5.000000,11.968014,3.647408,5.505579
5.000000,5.403155,8.321231,6.347163
5.000000,6.757260,7.089181,6.325247
5.000000,12.064174,3.753806,5.350174
5.000000,13.453152,2.121600,5.260128
5.000000,12.828834,2.845201,5.435082
5.000000,12.359718,3.314941,5.441521
5.000000,11.539859,3.937922,5.667428
5.000000,11.199232,4.152204,5.746437
5.000000,10.989342,4.275261,5.842122
5.000000,7.437514,5.800847,6.015150
5.000000,6.109992,6.634327,6.164182
5.000000,4.820055,6.883522,6.007581
5.000000,4.431159,6.866570,5.922911
5.000000,4.126140,6.999356,5.895675
5.000000,4.470859,7.156886,6.001887
5.000000,4.147113,7.127573,5.908534
5.000000,3.049488,6.995189,5.583951
5.000000,2.273106,6.663926,5.407511
5.000000,2.563355,7.931490,5.551589
5.000000,7.449991,6.422309,6.271006
5.000000,9.841104,5.217440,5.937163
5.000000,7.321967,5.696126,5.962908
5.000000,2.261762,4.668021,5.128855
5.000000,2.413254,5.019525,5.200891
5.000000,3.236787,6.610801,5.542351
5.000000,3.006271,7.479135,5.571565
5.000000,6.220468,6.844549,6.212048
5.000000,5.534450,7.553111,6.311282
5.000000,3.478863,7.974871,5.832961
5.000000,9.080920,5.716379,6.060626
5.000000,8.972227,5.380027,6.018268
5.000000,1.313742,5.636133,5.090522
5.000000,0.074141,4.148548,4.541081
5.000000,-1.111115,2.273130,4.158697
5.000000,-1.383763,2.015865,3.991230
5.000000,-2.262603,0.979884,3.226346
5.000000,-2.704669,-0.194085,2.884324
5.000000,-1.784420,2.097961,3.376941
5.000000,-0.070730,5.032083,4.703853
5.000000,1.816727,4.633836,5.005724
5.000000,2.303277,5.951182,5.244652
5.000000,1.746241,4.746774,4.998439
5.000000,-1.171912,2.459931,4.030052
5.000000,-2.065887,1.735765,3.457452
5.000000,-2.849339,-0.246066,3.045366
5.000000,-2.971619,-0.678572,2.817169
5.000000,-2.853042,-0.601361,2.825851
5.000000,-2.298738,1.148732,3.167982
5.000000,-2.106345,1.800779,3.431445
5.000000,-2.254870,1.153227,3.212530
5.000000,-1.036727,3.207885,3.854666
5.000000,2.597354,5.446877,5.303029
5.000000,5.834640,6.482515,6.068530
